index,brand,model,socket,form_factor,ram_slots,max_ram,color,price
791,Asus,"M4A785TD-V EVO",AM3,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
792,Asus,"M4A785TD-V EVO/U3S6",AM3,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
793,Asus,M4A78L-M,AM3/AM2+/AM2,"Micro ATX",2,"{'total': 8000000000}",NULL,NULL
794,Asus,M4A78LT-M,AM3,"Micro ATX",4,"{'total': 16000000000}","Black / Blue",NULL
795,Asus,"M4A78LT-M LE",AM3,"Micro ATX",2,"{'total': 8000000000}","Black / Blue",NULL
796,Asus,M4A78T-E,AM3,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
797,Asus,"M4A79T DELUXE",AM3,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
798,Asus,"M4A79XTD EVO",AM3,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
799,Asus,M4A87T,AM3,ATX,4,"{'total': 16000000000}",NULL,NULL
800,Asus,"M4A87TD EVO",AM3,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
801,Asus,M4A87TD/USB3,AM3,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
802,Asus,"M4A88T-I Deluxe",AM3,"Mini ITX",2,"{'total': 8000000000}","Black / Blue",NULL
803,Asus,M4A88T-M,AM3,"Micro ATX",4,"{'total': 16000000000}","Black / Blue",NULL
804,Asus,"M4A88T-M LE",AM3,"Micro ATX",2,"{'total': 8000000000}","Black / Blue",NULL
805,Asus,M4A88T-M/USB3,AM3,"Micro ATX",4,"{'total': 16000000000}","Black / Blue",NULL
806,Asus,"M4A88T-V EVO",AM3,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
807,Asus,"M4A88T-V EVO/USB3",AM3,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
808,Asus,M4A88TD-M,AM3,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
809,Asus,M4A88TD-M/USB3,AM3,"Micro ATX",4,"{'total': 16000000000}",NULL,NULL
810,Asus,"M4A88TD-V EVO/USB3",AM3,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
811,Asus,"M4A89GTD PRO",AM3,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
812,Asus,"M4A89GTD PRO/USB3",AM3,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
813,Asus,"M4A89TD PRO/USB3",AM3,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
814,Asus,"M4A89TD Pro",AM3,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
815,Asus,M4N68T-M,AM3,"Micro ATX",2,"{'total': 8000000000}","Black / Blue",NULL
816,Asus,"M4N68T-M V2",AM3,"Micro ATX",2,"{'total': 16000000000}","Black / Blue",NULL
817,Asus,M4N75TD,AM3,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
818,Asus,"M4N98TD EVO",AM3,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
819,Asus,"M5A78L-M LE/USB3",AM3+,"Micro ATX",2,"{'total': 16000000000}","Black / Blue",NULL
820,Asus,"M5A78L-M LX",AM3+,"Micro ATX",2,"{'total': 8000000000}","Black / Blue",NULL
821,Asus,"M5A78L-M LX PLUS",AM3+,"Micro ATX",2,"{'total': 16000000000}","Black / Blue",NULL
822,Asus,"M5A78L-M PLUS/USB3",AM3+,"Micro ATX",4,"{'total': 32000000000}","Black / Blue",NULL
823,Asus,M5A78L-M/USB3,AM3+,"Micro ATX",4,"{'total': 32000000000}","Black / Blue",NULL
824,Asus,M5A78L/USB3,AM3+,ATX,4,"{'total': 32000000000}",Brown,NULL
825,Asus,M5A87,AM3+,ATX,4,"{'total': 16000000000}",NULL,NULL
826,Asus,M5A88-M,AM3+,"Micro ATX",4,"{'total': 16000000000}","Black / Blue",NULL
827,Asus,"M5A88-V EVO",AM3+,ATX,4,"{'total': 16000000000}",NULL,NULL
828,Asus,M5A97,AM3+,ATX,4,"{'total': 32000000000}",NULL,NULL
829,Asus,"M5A97 EVO",AM3+,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
830,Asus,"M5A97 EVO R2.0",AM3+,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
831,Asus,"M5A97 LE R2.0",AM3+,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
832,Asus,"M5A97 LE R2.0 BOM",AM3+,ATX,4,"{'total': 32000000000}",NULL,NULL
833,Asus,"M5A97 PLUS",AM3+,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
834,Asus,"M5A97 R2.0",AM3+,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
835,Asus,"M5A99FX PRO R2.0",AM3+,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
836,Asus,"M5A99X EVO",AM3+,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
837,Asus,"M5A99X EVO R2.0",AM3+,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
838,Asus,"MAXIMUS IX APEX",LGA1151,EATX,2,"{'total': 32000000000}","Black / Silver",NULL
839,Asus,"MAXIMUS IX CODE",LGA1151,ATX,4,"{'total': 64000000000}",Black,NULL
840,Asus,"MAXIMUS IX FORMULA",LGA1151,ATX,4,"{'total': 64000000000}",Black,NULL
841,Asus,"MAXIMUS IX HERO",LGA1151,ATX,4,"{'total': 64000000000}","Black / Silver",NULL
842,Asus,"MAXIMUS VII FORMULA",LGA1150,ATX,4,"{'total': 32000000000}","Black / Red",NULL
843,Asus,"MAXIMUS VII GENE",LGA1150,"Micro ATX",4,"{'total': 32000000000}","Black / Red",NULL
844,Asus,"MAXIMUS VII HERO",LGA1150,ATX,4,"{'total': 32000000000}","Black / Red",NULL
845,Asus,"MAXIMUS VII IMPACT",LGA1150,"Mini ITX",2,"{'total': 16000000000}","Black / Red",NULL
846,Asus,"MAXIMUS VII RANGER",LGA1150,ATX,4,"{'total': 32000000000}","Black / Red",NULL
847,Asus,"MAXIMUS VIII EXTREME",LGA1151,EATX,4,"{'total': 64000000000}","Black / Red",NULL
848,Asus,"MAXIMUS VIII EXTREME/ASSEMBLY",LGA1151,EATX,4,"{'total': 64000000000}","Black / Red",NULL
849,Asus,"MAXIMUS VIII FORMULA",LGA1151,ATX,4,"{'total': 64000000000}","Black / Red",NULL
850,Asus,"MAXIMUS VIII GENE",LGA1151,"Micro ATX",4,"{'total': 64000000000}","Black / Red",NULL
851,Asus,"MAXIMUS VIII HERO",LGA1151,ATX,4,"{'total': 64000000000}","Black / Red",NULL
852,Asus,"MAXIMUS VIII IMPACT",LGA1151,"Mini ITX",2,"{'total': 32000000000}","Black / Red",NULL
853,Asus,"MAXIMUS VIII RANGER",LGA1151,ATX,4,"{'total': 64000000000}","Black / Red",NULL
854,Asus,"Maximus III Formula",LGA1156,ATX,4,"{'total': 16000000000}","Black / Red",NULL
855,Asus,"Maximus III Gene",LGA1156,"Micro ATX",4,"{'total': 16000000000}","Black / Red",NULL
856,Asus,"Maximus IV Extreme",LGA1155,EATX,4,"{'total': 32000000000}",NULL,NULL
857,Asus,"Maximus IV Extreme (REV 3.0)",LGA1155,EATX,4,"{'total': 32000000000}",NULL,NULL
858,Asus,"Maximus IV Extreme-Z",LGA1155,EATX,4,"{'total': 32000000000}","Black / Red",NULL
859,Asus,"Maximus IV Gene-Z",LGA1155,"Micro ATX",4,"{'total': 32000000000}","Black / Red",NULL
860,Asus,"Maximus IV Gene-Z/GEN3",LGA1155,"Micro ATX",4,"{'total': 32000000000}","Black / Red",NULL
861,Asus,"Maximus V Extreme",LGA1155,EATX,4,"{'total': 32000000000}","Black / Red",NULL
862,Asus,"Maximus V Formula",LGA1155,EATX,4,"{'total': 32000000000}","Black / Red",NULL
863,Asus,"Maximus V Formula/Assassins C3",LGA1155,EATX,4,"{'total': 32000000000}","Black / Red",NULL
864,Asus,"Maximus V Formula/ThunderFX",LGA1155,EATX,4,"{'total': 32000000000}","Black / Red",NULL
865,Asus,"Maximus V Gene",LGA1155,"Micro ATX",4,"{'total': 32000000000}","Black / Red",NULL
866,Asus,"Maximus VI Extreme",LGA1150,ATX,4,"{'total': 32000000000}","Black / Red",NULL
867,Asus,"Maximus VI Formula",LGA1150,ATX,4,"{'total': 32000000000}","Black / Red",NULL
868,Asus,"Maximus VI Gene",LGA1150,"Micro ATX",4,"{'total': 32000000000}",NULL,NULL
869,Asus,"Maximus VI Hero",LGA1150,ATX,4,"{'total': 32000000000}",NULL,NULL
870,Asus,"Maximus VI Impact",LGA1150,"Mini ITX",2,"{'total': 16000000000}","Black / Red",NULL
871,Asus,N3050M-E,"Integrated Celeron N3050","Micro ATX",2,"{'total': 8000000000}","Black / Gold",NULL
872,Asus,N3150I-C,"Integrated Celeron N3150","Mini ITX",2,"{'total': 8000000000}","Black / Gold",NULL
873,Asus,"P10S WS",LGA1151,ATX,4,"{'total': 64000000000}",Black,NULL
874,Asus,P10S-E/4L,LGA1151,ATX,4,"{'total': 64000000000}","Black / Blue",NULL
875,Asus,P10S-I,LGA1151,"Mini ITX",2,"{'total': 32000000000}","Black / Blue",NULL
876,Asus,P10S-M,LGA1151,"Micro ATX",4,"{'total': 64000000000}","Black / Blue",NULL
877,Asus,"P10S-M WS",LGA1151,"Micro ATX",4,"{'total': 64000000000}",Black,NULL
878,Asus,P11C-I,LGA1151,"Mini ITX",2,"{'total': 64000000000}","Black / Blue",NULL
879,Asus,"P5G41-M LE/CSM",LGA775,"Micro ATX",2,"{'total': 8000000000}","Black / Blue",NULL
880,Asus,P5G41C-M,LGA775,"Micro ATX",4,"{'total': 8000000000}","Black / Blue",NULL
881,Asus,"P5G41C-M LX",LGA775,"Micro ATX",2,"{'total': 8000000000}",NULL,NULL
882,Asus,"P5G41T-M LE",LGA775,"Micro ATX",2,"{'total': 8000000000}","Black / Blue",NULL
883,Asus,"P5G41T-M LX",LGA775,"Micro ATX",2,"{'total': 8000000000}","Black / Blue",NULL
884,Asus,"P5G41T-M LX PLUS",LGA775,"Micro ATX",2,"{'total': 8000000000}","Black / Blue",NULL
885,Asus,P5G41T-M/CSM,LGA775,"Micro ATX",2,"{'total': 8000000000}","Black / Blue",NULL
886,Asus,"P5G43T-M Pro",LGA775,"Micro ATX",2,"{'total': 8000000000}",NULL,NULL
887,Asus,"P5KPL-AM EPU",LGA775,"Micro ATX",2,"{'total': 4000000000}",Multicolor,NULL
888,Asus,P5N-D,LGA775,ATX,4,"{'total': 8000000000}","Black / Yellow",NULL
889,Asus,"P5P41T LE",LGA775,ATX,2,"{'total': 8000000000}","Black / Blue",NULL
890,Asus,P5P43TD,LGA775,ATX,4,"{'total': 16000000000}",Multicolor,NULL
891,Asus,P5P43TD/USB3,LGA775,ATX,4,"{'total': 16000000000}",NULL,NULL
892,Asus,"P5Q-EM DO",LGA775,"Micro ATX",4,"{'total': 16000000000}","Black / Yellow",NULL
893,Asus,"P5QL-VM DO/CSM",LGA775,"Micro ATX",4,"{'total': 16000000000}","Black / Yellow",NULL
894,Asus,P5QL/EPU,LGA775,ATX,4,"{'total': 16000000000}","Black / Yellow",NULL
895,Asus,P5QPL-AM,LGA775,"Micro ATX",2,"{'total': 8000000000}","Black / Yellow",NULL
896,Asus,P5QProTurbo,LGA775,ATX,4,"{'total': 16000000000}",Multicolor,NULL
897,Asus,P6T,LGA1366,ATX,6,"{'total': 24000000000}","Black / Blue",NULL
898,Asus,"P6T WS PRO",LGA1366,ATX,6,"{'total': 24000000000}","Black / Blue",NULL
899,Asus,"P6T6 WS Revolution",LGA1366,ATX,6,"{'total': 24000000000}","Black / Blue",NULL
900,Asus,"P6TD Deluxe",LGA1366,ATX,6,"{'total': 24000000000}","Black / Orange",NULL
901,Asus,"P6X58-E PRO",LGA1366,ATX,6,"{'total': 48000000000}","Black / Blue",NULL
902,Asus,"P6X58-E WS",LGA1366,ATX,6,"{'total': 24000000000}",NULL,NULL
903,Asus,"P6X58D Premium",LGA1366,ATX,6,"{'total': 24000000000}","Black / Blue",NULL
904,Asus,P6X58D-E,LGA1366,ATX,6,"{'total': 24000000000}","Black / Blue",NULL
905,Asus,"P7F7-E WS SuperComputer",LGA1156,ATX,6,"{'total': 16000000000}","Black / Blue",NULL
906,Asus,"P7H55-M LE",LGA1156,"Micro ATX",2,"{'total': 8000000000}","Black / Blue",NULL
907,Asus,"P7H55-M LX",LGA1156,"Micro ATX",2,"{'total': 8000000000}","Black / Blue",NULL
908,Asus,"P7H55-M Pro",LGA1156,"Micro ATX",4,"{'total': 16000000000}","Black / Blue",NULL
909,Asus,P7H55-M/CSM,LGA1156,"Micro ATX",4,"{'total': 16000000000}","Black / Blue",NULL
910,Asus,P7H55/USB3,LGA1156,ATX,4,"{'total': 16000000000}",NULL,NULL
911,Asus,"P7H57D-V EVO",LGA1156,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
912,Asus,"P7P55 LX",LGA1156,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
913,Asus,"P7P55 WS SuperComputer",LGA1156,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
914,Asus,P7P55-M,LGA1156,"Micro ATX",4,"{'total': 16000000000}","Black / Blue",NULL
915,Asus,P7P55D,LGA1156,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
916,Asus,"P7P55D Deluxe",LGA1156,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
917,Asus,"P7P55D Pro",LGA1156,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
918,Asus,P7P55D-E,LGA1156,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
919,Asus,"P7P55D-E Deluxe",LGA1156,ATX,4,"{'total': 16000000000}",NULL,NULL
920,Asus,"P7P55D-E LX",LGA1156,ATX,4,"{'total': 16000000000}","Blue / White",NULL
921,Asus,"P7P55D-E PRO",LGA1156,ATX,4,"{'total': 16000000000}","Black / Blue",NULL
922,Asus,"P7Q57-M DO/CSM",LGA1156,"Micro ATX",4,"{'total': 16000000000}",NULL,NULL
923,Asus,"P8B75-M LE",LGA1155,"Micro ATX",2,"{'total': 16000000000}","Black / Blue",NULL
924,Asus,"P8B75-M LX PLUS",LGA1155,"Micro ATX",2,"{'total': 16000000000}","Black / Blue",NULL
925,Asus,P8B75-M/CSM,LGA1155,"Micro ATX",4,"{'total': 32000000000}","Black / Blue",NULL
926,Asus,P8B75-V,LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
927,Asus,"P8H61-I (REV 3.0)",LGA1155,"Mini ITX",2,"{'total': 16000000000}",NULL,NULL
928,Asus,"P8H61-I R2.0",LGA1155,"Mini ITX",2,"{'total': 16000000000}","Black / Blue",NULL
929,Asus,"P8H61-M (REV 3.0)",LGA1155,"Micro ATX",2,"{'total': 16000000000}",NULL,NULL
930,Asus,"P8H61-M LE/CSM (REV 3.0)",LGA1155,"Micro ATX",2,"{'total': 16000000000}",NULL,NULL
931,Asus,"P8H61-M LE/CSM R2.0",LGA1155,"Micro ATX",2,"{'total': 16000000000}","Black / Blue",NULL
932,Asus,"P8H61-M LX (REV 3.0)",LGA1155,"Micro ATX",2,"{'total': 16000000000}",NULL,NULL
933,Asus,"P8H61-M LX PLUS (REV 3.0)",LGA1155,"Micro ATX",2,"{'total': 16000000000}",NULL,NULL
934,Asus,"P8H61-M LX PLUS R2.0",LGA1155,"Micro ATX",2,"{'total': 16000000000}","Black / Blue",NULL
935,Asus,"P8H61-M LX3 R2.0",LGA1155,"Micro ATX",2,"{'total': 16000000000}","Black / Blue",NULL
936,Asus,P8H67,LGA1155,ATX,4,"{'total': 32000000000}",NULL,NULL
937,Asus,"P8H67-I DELUXE (REV 3.0)",LGA1155,"Mini ITX",2,"{'total': 16000000000}",NULL,NULL
938,Asus,P8H67-M,LGA1155,"Micro ATX",4,"{'total': 32000000000}",NULL,NULL
939,Asus,"P8H67-M EVO",LGA1155,"Micro ATX",4,"{'total': 32000000000}","Black / Blue",NULL
940,Asus,"P8H67-M EVO (REV 3.0)",LGA1155,"Micro ATX",4,"{'total': 32000000000}",NULL,NULL
941,Asus,"P8H67-M LE",LGA1155,"Micro ATX",2,"{'total': 16000000000}","Black / Blue",NULL
942,Asus,"P8H67-M LE (REV 3.0)",LGA1155,"Micro ATX",2,"{'total': 16000000000}",NULL,NULL
943,Asus,"P8H67-M LX",LGA1155,"Micro ATX",2,"{'total': 16000000000}","Black / Blue",NULL
944,Asus,"P8H67-M LX (REV 3.0)",LGA1155,"Micro ATX",2,"{'total': 16000000000}",NULL,NULL
945,Asus,"P8H67-M PRO",LGA1155,"Micro ATX",4,"{'total': 32000000000}",NULL,NULL
946,Asus,"P8H67-M PRO/CSM",LGA1155,"Micro ATX",4,"{'total': 32000000000}","Black / Blue",NULL
947,Asus,"P8H67-M PRO/CSM (REV 3.0)",LGA1155,"Micro ATX",4,"{'total': 32000000000}",NULL,NULL
948,Asus,P8H67-V,LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
949,Asus,"P8H67-V (REV 3.0)",LGA1155,ATX,4,"{'total': 32000000000}",NULL,NULL
950,Asus,P8H77-I,LGA1155,"Mini ITX",2,"{'total': 16000000000}","Black / Blue",NULL
951,Asus,"P8H77-M LE",LGA1155,"Micro ATX",2,"{'total': 16000000000}","Black / Blue",NULL
952,Asus,"P8H77-M PRO",LGA1155,"Micro ATX",4,"{'total': 32000000000}",NULL,NULL
953,Asus,P8H77-M/CSM,LGA1155,"Micro ATX",4,"{'total': 32000000000}","Black / Blue",NULL
954,Asus,P8H77-V,LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
955,Asus,"P8H77-V LE",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
956,Asus,P8P67,LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
957,Asus,"P8P67 (REV 3.0)",LGA1155,ATX,4,"{'total': 32000000000}",NULL,NULL
958,Asus,"P8P67 (REV 3.1)",LGA1155,ATX,4,"{'total': 32000000000}",NULL,NULL
959,Asus,"P8P67 Deluxe",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
960,Asus,"P8P67 Deluxe (REV 3.0)",LGA1155,ATX,4,"{'total': 32000000000}",NULL,NULL
961,Asus,"P8P67 EVO",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
962,Asus,"P8P67 EVO (REV 3.0)",LGA1155,ATX,4,"{'total': 32000000000}",NULL,NULL
963,Asus,"P8P67 LE",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
964,Asus,"P8P67 LE (REV 3.0)",LGA1155,ATX,4,"{'total': 32000000000}",NULL,NULL
965,Asus,"P8P67 PRO",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
966,Asus,"P8P67 PRO (REV 3.0)",LGA1155,ATX,4,"{'total': 32000000000}",NULL,NULL
967,Asus,"P8P67 PRO (REV 3.1)",LGA1155,ATX,4,"{'total': 32000000000}",NULL,NULL
968,Asus,"P8P67 WS Revolution",LGA1155,ATX,4,"{'total': 32000000000}",NULL,NULL
969,Asus,"P8P67 WS Revolution (REV 3.0)",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
970,Asus,P8P67-M,LGA1155,"Micro ATX",4,"{'total': 32000000000}","Black / Blue",NULL
971,Asus,"P8P67-M (REV 3.0)",LGA1155,"Micro ATX",4,"{'total': 32000000000}",NULL,NULL
972,Asus,"P8P67-M PRO",LGA1155,"Micro ATX",4,"{'total': 32000000000}","Black / Blue",NULL
973,Asus,"P8P67-M PRO (REV 3.0)",LGA1155,"Micro ATX",4,"{'total': 32000000000}",NULL,NULL
974,Asus,"P8Q67-M DO/CSM (REV 3.0)",LGA1155,"Micro ATX",4,"{'total': 32000000000}",NULL,NULL
975,Asus,P8Q77-M/CSM,LGA1155,"Micro ATX",4,"{'total': 32000000000}","Black / Blue",NULL
976,Asus,"P8Z68 Deluxe",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
977,Asus,"P8Z68 Deluxe/GEN3",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
978,Asus,"P8Z68-M Pro",LGA1155,"Micro ATX",4,"{'total': 32000000000}","Black / Blue",NULL
979,Asus,P8Z68-V,LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
980,Asus,"P8Z68-V LE",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
981,Asus,"P8Z68-V LX",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
982,Asus,"P8Z68-V PRO",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
983,Asus,"P8Z68-V PRO/GEN3",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
984,Asus,P8Z68-V/GEN3,LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
985,Asus,"P8Z77 WS",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
986,Asus,"P8Z77-I DELUXE/WD",LGA1155,"Mini ITX",2,"{'total': 16000000000}","Black / Blue",NULL
987,Asus,"P8Z77-I Deluxe",LGA1155,"Mini ITX",2,"{'total': 16000000000}","Black / Blue",NULL
988,Asus,P8Z77-M,LGA1155,"Micro ATX",4,"{'total': 32000000000}","Black / Blue",NULL
989,Asus,"P8Z77-M PRO",LGA1155,"Micro ATX",4,"{'total': 32000000000}","Black / Blue",NULL
990,Asus,P8Z77-V,LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
991,Asus,"P8Z77-V DELUXE",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
992,Asus,"P8Z77-V LE",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
993,Asus,"P8Z77-V LE PLUS",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
994,Asus,"P8Z77-V LK",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
995,Asus,"P8Z77-V LX",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
996,Asus,"P8Z77-V PREMIUM",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
997,Asus,"P8Z77-V PRO",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
998,Asus,"P8Z77-V PRO/THNDRBLT",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
999,Asus,"P8Z77-V PRO/THUNDERBOLT",LGA1155,ATX,4,"{'total': 32000000000}","Black / Blue",NULL
